Time (min);Temperature (°C);Weight (mg);Heat Flow (mW);Temperature Difference (°C);Temperature Difference (µV);Sample Purge Flow (mL/min)
3.187666;53.68611;2.056853;8.681469;0.1160046;0.8094675;100.0170
3.196000;53.76814;2.056728;8.668668;0.1146276;0.8000634;99.95749
3.204334;53.84758;2.056638;8.656564;0.1133086;0.7910590;99.99486
3.212666;53.91929;2.056480;8.645094;0.1120413;0.7824102;100.0441
3.221000;53.99765;2.056379;8.633056;0.1107287;0.7734408;100.0292
3.229334;54.07672;2.056241;8.620931;0.1094117;0.7644350;99.95282
3.237666;54.15730;2.056131;8.608634;0.1080802;0.7553238;99.94926
3.246000;54.23313;2.056003;8.596594;0.1067689;0.7463494;100.1299
3.254333;54.31402;2.055861;8.584699;0.1054706;0.7374610;99.98000
3.262666;54.38981;2.055763;8.572862;0.1041750;0.7285880;99.93105
3.271000;54.46670;2.055626;8.561191;0.1028950;0.7198194;100.0624
3.279334;54.54070;2.055509;8.549419;0.1016100;0.7110088;99.98803
3.287666;54.62160;2.055357;8.536825;0.1002615;0.7017495;100.0072
3.296000;54.69660;2.055269;8.524466;0.09893053;0.6926093;100.0205
3.304334;54.77776;2.055130;8.512289;0.09761380;0.6835640;99.98418
3.312666;54.85500;2.055008;8.500312;0.09631394;0.6746324;99.97792
3.321000;54.93410;2.054892;8.488832;0.09505438;0.6659782;99.96895
3.329334;55.01478;2.054762;8.477208;0.09378374;0.6572419;100.0091
3.337666;55.08764;2.054657;8.464798;0.09245172;0.6480704;100.0167
3.346000;55.16969;2.054503;8.452410;0.09112186;0.6389098;100.0245
3.354334;55.24629;2.054388;8.440341;0.08981769;0.6299249;99.95139
3.362666;55.31836;2.054237;8.428691;0.08854866;0.6211816;100.0668
3.371000;55.39887;2.054150;8.417187;0.08728985;0.6125061;99.92488
3.379333;55.47598;2.053990;8.405853;0.08604712;0.6039387;100.0711
3.387666;55.55338;2.053871;8.394305;0.08478793;0.5952505;99.99454
3.396000;55.63032;2.053740;8.382609;0.08351772;0.5864809;99.96691
3.404334;55.70615;2.053597;8.370681;0.08223084;0.5775891;99.97872
3.412666;55.78054;2.053447;8.359015;0.08096826;0.5688626;100.0069
3.421000;55.86196;2.053318;8.347910;0.07974843;0.5604322;100.0065
3.429334;55.93945;2.053178;8.336928;0.07854119;0.5520855;99.99382
3.437666;56.01758;2.053059;8.325830;0.07732344;0.5436617;100.0049
3.446000;56.09265;2.052909;8.314131;0.07605806;0.5348987;99.99381
3.454334;56.17186;2.052766;8.302582;0.07480534;0.5262201;99.96314
3.462666;56.24602;2.052630;8.290888;0.07354205;0.5174629;100.0583
3.471000;56.32688;2.052500;8.279434;0.07229856;0.5088404;99.99045
3.479334;56.40182;2.052364;8.267663;0.07103076;0.5000420;99.99969
3.487666;56.48096;2.052240;8.256163;0.06978494;0.4913940;100.0164
3.496000;56.56004;2.052112;8.244366;0.06851320;0.4825602;99.99416
3.504333;56.63842;2.051956;8.232722;0.06725508;0.4738175;99.98341
3.512666;56.71030;2.051846;8.220626;0.06596324;0.4648325;99.96398
3.521000;56.78730;2.051698;8.208892;0.06470222;0.4560600;100.0292
3.529334;56.86754;2.051556;8.197418;0.06346044;0.4474194;100.0148
3.537666;56.94176;2.051410;8.186280;0.06224834;0.4389828;99.98274
3.546000;57.01506;2.051264;8.175132;0.06103586;0.4305395;100.0463
3.554334;57.09532;2.051104;8.164418;0.05985762;0.4223339;99.97864
3.562666;57.17798;2.050972;8.153780;0.05868580;0.4141688;100.0069
3.571000;57.25403;2.050789;8.143031;0.05750390;0.4059291;100.0027
3.579334;57.33066;2.050672;8.132150;0.05631462;0.3976321;99.98110
3.587666;57.41360;2.050524;8.121151;0.05511493;0.3892575;99.99562
3.596000;57.49006;2.050383;8.110232;0.05392064;0.3809174;99.96064
3.604334;57.56806;2.050233;8.099292;0.05272456;0.3725609;100.0531
3.612666;57.65003;2.050130;8.088574;0.05154522;0.3643188;100.0068
3.621000;57.72779;2.049991;8.077569;0.05034262;0.3559087;99.97111
3.629333;57.80343;2.049884;8.066474;0.04913265;0.3474425;100.0231
3.637666;57.88120;2.049762;8.055020;0.04789596;0.3387830;99.97289
3.646000;57.95992;2.049636;8.043715;0.04667058;0.3301988;100.0447
3.654334;58.03954;2.049521;8.032266;0.04543637;0.3215474;100.0103
3.662666;58.11048;2.049388;8.020922;0.04421124;0.3129556;99.98761
3.671000;58.19138;2.049277;8.009375;0.04297324;0.3042675;99.95028
3.679334;58.26902;2.049131;7.998250;0.04176772;0.2958053;100.0275
3.687666;58.34560;2.048993;7.986705;0.04053094;0.2871176;99.96293
3.696000;58.42291;2.048830;7.974826;0.03926975;0.2782523;100.0355
3.704334;58.49111;2.048700;7.963361;0.03804531;0.2696426;99.98844
3.712666;58.57722;2.048550;7.951694;0.03680279;0.2609008;100.0149
3.721000;58.65132;2.048425;7.939820;0.03554478;0.2520447;99.98150
3.729334;58.73310;2.048270;7.928552;0.03433635;0.2435358;100.0222
3.737666;58.81160;2.048158;7.917468;0.03314113;0.2351165;99.98551
3.746000;58.88650;2.047985;7.906424;0.03194882;0.2267134;100.0071
3.754333;58.96890;2.047870;7.896151;0.03081717;0.2187364;100.0255
3.762666;59.04556;2.047706;7.885139;0.02962839;0.2103491;99.94638
3.771000;59.12527;2.047587;7.874585;0.02847458;0.2022061;100.0376
3.779334;59.19859;2.047440;7.864266;0.02734135;0.1942047;99.96570
3.787666;59.27545;2.047290;7.853197;0.02614695;0.1857648;100.0381
3.796000;59.36039;2.047134;7.842390;0.02497448;0.1774760;99.98478
3.804334;59.43802;2.046970;7.832480;0.02387080;0.1696720;99.99189
3.812666;59.51221;2.046788;7.821650;0.02269772;0.1613704;100.0024
3.821000;59.58548;2.046634;7.811100;0.02154948;0.1532410;100.0343
3.829334;59.67120;2.046502;7.800526;0.02039873;0.1450898;100.0175
3.837666;59.74809;2.046320;7.789770;0.01923287;0.1368279;100.0259
3.846000;59.83016;2.046175;7.779225;0.01808342;0.1286784;99.93879
3.854334;59.90470;2.046018;7.768030;0.01688417;0.1201709;99.99176
3.862666;59.98332;2.045867;7.756739;0.01567834;0.1116127;100.0377
3.871000;60.06248;2.045718;7.745679;0.01448953;0.1031717;99.95305
3.879333;60.14074;2.045577;7.734478;0.01329036;0.09465290;100.0289
3.887666;60.21826;2.045420;7.723301;0.01209624;0.08616669;99.95409
3.896000;60.30071;2.045305;7.712880;0.01095860;0.07807929;99.99481
3.904334;60.38467;2.045144;7.701706;.009759093;0.06954729;100.0352
3.912666;60.45718;2.045021;7.691028;.008599640;0.06129698;100.0176
3.921000;60.53641;2.044844;7.679866;.007405500;0.05279541;99.94744
3.929334;60.61693;2.044701;7.668448;.006191956;0.04415113;100.0299
3.937666;60.69226;2.044545;7.657770;.005037243;0.03592279;99.95288
3.946000;60.76555;2.044404;7.647334;.003901848;0.02782882;100.0669
3.954334;60.84815;2.044224;7.636808;.002759894;0.01968387;99.98819
3.962666;60.92753;2.044096;7.626672;.001649966;0.01176390;99.97301
3.971000;61.00434;2.043972;7.616299;5.20529E-4;.003701537;100.0092
3.979334;61.08871;2.043842;7.605259;-6.6142E-4;-4.7397E-3;100.0066
3.987666;61.15966;2.043722;7.594570;-1.8112E-3;-.01295518;100.0166
3.996000;61.23718;2.043521;7.583594;-2.9825E-3;-.02132851;99.96254
4.004334;61.31487;2.043364;7.572900;-4.1316E-3;-.02954594;100.0494
4.012666;61.39640;2.043162;7.563138;-5.2082E-3;-.03724990;100.0104
4.021000;61.48035;2.043019;7.552506;-6.3539E-3;-.04545088;100.0231
4.029333;61.55508;2.042889;7.541230;-7.5509E-3;-.05402338;99.94120
4.037666;61.63545;2.042766;7.530782;-8.6818E-3;-.06212630;99.99816
4.046000;61.71226;2.042562;7.519768;-9.8569E-3;-.07054890;100.0354
4.054333;61.78756;2.042389;7.508699;-.01103463;-.07899425;99.95555
4.062667;61.86851;2.042181;7.498478;-.01214304;-.08694670;100.0227
4.071000;61.95274;2.042016;7.488228;-.01325772;-.09494819;99.98424
4.079334;62.02951;2.041897;7.477764;-.01438938;-0.1030752;100.0084
4.087666;62.10787;2.041791;7.467329;-.01551921;-0.1111926;100.0357
4.096000;62.18793;2.041701;7.457018;-.01663804;-0.1192344;99.98339
4.104334;62.26907;2.041558;7.446788;-.01774961;-0.1272284;99.97291
4.112666;62.34623;2.041372;7.436609;-.01885644;-0.1351926;100.0472
4.121000;62.42293;2.041196;7.426598;-.01994936;-0.1430599;99.96730
4.129334;62.51003;2.041090;7.416562;-.02104503;-0.1509511;99.99392
4.137666;62.58246;2.040945;7.406340;-.02215554;-0.1589524;99.99095
4.146000;62.65873;2.040793;7.395562;-.02330836;-0.1672604;100.0047
4.154333;62.74807;2.040619;7.384870;-.02445299;-0.1755136;100.0166
4.162666;62.82104;2.040447;7.374278;-.02559068;-0.1837211;99.99924
4.171000;62.90004;2.040262;7.363699;-.02672530;-0.1919101;99.97344
4.179333;62.97824;2.040112;7.352539;-.02790468;-0.2004238;100.0029
4.187667;63.05380;2.039933;7.342142;-.02902234;-0.2084976;100.0381
4.196000;63.12976;2.039795;7.332272;-.03009822;-0.2162750;99.98851
4.204334;63.21548;2.039648;7.321400;-.03125264;-0.2246204;100.0123
4.212666;63.29059;2.039482;7.310859;-.03238018;-0.2327764;100.0118
4.221000;63.36465;2.039311;7.299985;-.03353081;-0.2411018;100.0231
4.229334;63.44998;2.039170;7.289368;-.03466361;-0.2493032;99.94250
4.237666;63.53497;2.039002;7.278499;-.03581579;-0.2576480;99.99063
4.246000;63.61182;2.038856;7.268262;-.03691848;-0.2656404;100.0161
4.254334;63.69414;2.038692;7.257718;-.03804613;-0.2738164;99.96254
4.262666;63.77454;2.038524;7.247232;-.03916934;-0.2819643;100.0355
4.271000;63.85254;2.038361;7.236850;-.04028576;-0.2900669;100.0239
4.279333;63.93124;2.038190;7.226050;-.04143369;-0.2983997;99.93621
4.287666;64.01276;2.038027;7.215447;-.04256704;-0.3066322;100.0182
4.296000;64.09168;2.037877;7.204975;-.04368844;-0.3147818;100.0259
4.304333;64.17235;2.037733;7.194461;-.04481572;-0.3229787;99.96160
4.312667;64.24645;2.037587;7.183761;-.04595472;-0.3312630;100.0810
4.321000;64.32406;2.037436;7.173370;-.04706644;-0.3393540;99.92908
4.329334;64.40386;2.037284;7.162274;-.04823084;-0.3478279;99.99397
4.337666;64.48598;2.037141;7.151734;-.04935272;-0.3559990;99.97959
4.346000;64.56230;2.036986;7.140828;-.05050164;-0.3643692;100.0601
4.354334;64.64698;2.036803;7.129799;-.05165972;-0.3728086;99.99431
4.362666;64.72654;2.036632;7.119324;-.05277664;-0.3809552;99.95932
4.371000;64.80112;2.036476;7.109014;-.05387765;-0.3889900;100.0341
4.379334;64.88404;2.036293;7.098134;-.05502278;-0.3973474;100.0188
4.387666;64.96278;2.036140;7.087511;-.05614782;-0.4055637;99.94745
4.396000;65.04356;2.035935;7.077206;-.05724880;-0.4136101;100.0110
4.404333;65.12559;2.035750;7.066786;-.05836013;-0.4217356;100.0294
4.412666;65.20971;2.035557;7.056602;-.05945414;-0.4297400;99.99325
4.421000;65.28887;2.035404;7.046138;-.06057071;-0.4379117;99.97828
4.429333;65.37503;2.035206;7.036026;-.06165952;-0.4458866;100.0437
4.437667;65.44998;2.035063;7.026011;-.06274098;-0.4538115;99.96342
4.446000;65.52368;2.034891;7.015481;-.06385830;-0.4619983;99.97351
4.454334;65.60349;2.034714;7.004907;-.06497842;-0.4702090;100.0637
4.462666;65.68160;2.034540;6.994556;-.06608069;-0.4782944;99.94884
4.471000;65.76374;2.034365;6.984250;-.06717913;-0.4863560;99.97820
4.479334;65.84568;2.034213;6.973547;-.06830832;-0.4946441;100.0398
4.487666;65.92549;2.034045;6.962876;-.06943503;-0.5029184;100.0316
4.496000;66.00532;2.033862;6.951942;-.07057922;-0.5113222;99.98072
4.504334;66.08532;2.033651;6.941274;-.07170202;-0.5195746;99.98675
4.512666;66.16298;2.033494;6.930728;-.07281332;-0.5277464;100.0148
4.521000;66.23975;2.033324;6.920325;-.07391212;-0.5358301;99.95366
4.529333;66.32782;2.033165;6.909551;-.07504230;-0.5441470;100.0188
4.537666;66.41132;2.032980;6.898680;-.07618342;-0.5525486;100.0107
4.546000;66.48964;2.032817;6.887875;-.07731910;-0.5609146;99.97505
4.554333;66.56487;2.032619;6.877636;-.07840949;-0.5689550;100.0587
4.562667;66.65030;2.032486;6.867570;-.07948503;-0.5768912;99.95246
4.571000;66.72838;2.032303;6.857556;-.08055543;-0.5847932;100.0327
4.579334;66.80590;2.032160;6.847842;-.08160334;-0.5925361;99.98457
4.587666;66.89053;2.031977;6.837762;-.08267868;-0.6004816;100.0097
4.596000;66.96936;2.031788;6.827288;-.08378482;-0.6086551;99.99019
4.604334;67.04788;2.031594;6.816320;-.08492914;-0.6171094;100.0352
4.612666;67.13012;2.031427;6.806324;-.08599801;-0.6250191;99.98722
4.621000;67.20931;2.031247;6.796503;-.08705016;-0.6328098;99.94774
4.629334;67.29352;2.031066;6.786721;-.08809937;-0.6405831;100.0211
4.637666;67.37182;2.030901;6.776494;-.08918375;-0.6486161;100.0133
4.646000;67.45306;2.030695;6.766303;-.09026574;-0.6566358;100.0182
4.654333;67.53165;2.030537;6.756122;-.09134472;-0.6646361;99.99934
4.662666;67.61381;2.030370;6.746028;-.09241798;-0.6725991;100.0076
4.671000;67.69153;2.030230;6.736274;-.09346387;-0.6803660;99.97746
4.679333;67.77436;2.030072;6.726269;-.09452876;-0.6882755;100.0068
4.687667;67.84340;2.029932;6.716364;-.09558320;-0.6961110;99.99894
4.696000;67.93000;2.029729;6.706168;-.09665821;-0.7040986;99.99243
4.704334;68.01211;2.029583;6.695826;-.09774676;-0.7121906;99.97194
4.712666;68.09508;2.029393;6.685835;-.09880772;-0.7200847;100.0333
4.721000;68.17900;2.029226;6.675498;-.09989582;-0.7281811;99.99092
4.729334;68.26089;2.029030;6.665228;-0.1009788;-0.7362442;100.0022
4.737666;68.34376;2.028871;6.655308;-0.1020365;-0.7441266;99.99751
4.746000;68.42304;2.028657;6.644819;-0.1031362;-0.7523200;100.0087
4.754334;68.50400;2.028483;6.634114;-0.1042525;-0.7606374;100.0154
4.762666;68.58090;2.028294;6.624488;-0.1052853;-0.7683482;99.96126
4.771000;68.66424;2.028112;6.614512;-0.1063463;-0.7762705;100.0291
4.779333;68.74563;2.027942;6.604522;-0.1074099;-0.7842157;100.0059
4.787666;68.82500;2.027764;6.594626;-0.1084630;-0.7920871;99.95462
4.796000;68.90669;2.027588;6.584586;-0.1095266;-0.8000384;100.0506
4.804333;68.98321;2.027406;6.574831;-0.1105659;-0.8078142;99.97495
4.812667;69.06845;2.027241;6.565232;-0.1115924;-0.8155000;99.96884
4.821000;69.14441;2.027052;6.555436;-0.1126325;-0.8232879;100.0370
4.829334;69.22894;2.026904;6.545914;-0.1136523;-0.8309314;99.98091
4.837666;69.30826;2.026744;6.536450;-0.1146661;-0.8385342;100.0234
4.846000;69.39242;2.026606;6.526690;-0.1157042;-0.8463192;99.99318
4.854334;69.47035;2.026432;6.516820;-0.1167499;-0.8541632;99.96564
4.862666;69.55480;2.026285;6.507030;-0.1177890;-0.8619625;99.99134
4.871000;69.63519;2.026109;6.497359;-0.1188192;-0.8697003;99.99340
4.879334;69.71465;2.025954;6.487928;-0.1198302;-0.8773004;100.0707
4.887666;69.79672;2.025789;6.478988;-0.1208043;-0.8846344;99.93012
4.896000;69.88212;2.025639;6.469700;-0.1218056;-0.8921718;100.0383
4.904333;69.96230;2.025482;6.459970;-0.1228407;-0.8999610;100.0468
4.912666;70.04574;2.025304;6.450580;-0.1238493;-0.9075592;99.94071
4.921000;70.12624;2.025104;6.440797;-0.1248886;-0.9153874;100.0424
4.929333;70.20412;2.024927;6.431164;-0.1259136;-0.9231112;99.99119
4.937667;70.28447;2.024738;6.421716;-0.1269248;-0.9307388;99.98328
4.946000;70.36687;2.024544;6.412100;-0.1279474;-0.9384525;99.99319
4.954334;70.44772;2.024373;6.402320;-0.1289823;-0.9462609;99.98335
4.962666;70.52465;2.024192;6.392780;-0.1299977;-0.9539285;100.0121
4.971000;70.60853;2.023984;6.382762;-0.1310496;-0.9618664;100.0117
4.979334;70.69010;2.023794;6.372780;-0.1320974;-0.9697784;99.97254
4.987666;70.77812;2.023601;6.363557;-0.1330873;-0.9772681;100.0308
4.996000;70.85634;2.023433;6.353850;-0.1341145;-0.9850369;99.95415
5.004334;70.93782;2.023256;6.344570;-0.1351081;-0.9925613;100.0732
5.012666;71.01772;2.023071;6.335093;-0.1361168;-1.000201;99.94541
5.021000;71.09996;2.022905;6.325934;-0.1371013;-1.007666;100.0603
5.029333;71.17755;2.022735;6.317081;-0.1380618;-1.014957;99.97909
5.037666;71.26180;2.022504;6.308201;-0.1390234;-1.022261;100.0031
5.046000;71.34926;2.022303;6.298710;-0.1400345;-1.029933;99.96080
5.054333;71.42311;2.022134;6.289321;-0.1410363;-1.037540;100.0000
5.062667;71.51311;2.021970;6.280124;-0.1420222;-1.045033;100.0026
5.071000;71.59194;2.021784;6.270713;-0.1430253;-1.052656;100.0267
5.079334;71.67239;2.021630;6.261764;-0.1439906;-1.060004;99.97425
5.087666;71.75728;2.021440;6.252359;-0.1449913;-1.067616;100.0043
5.096000;71.83740;2.021246;6.243168;-0.1459766;-1.075119;99.99628
5.104334;71.92266;2.021062;6.233704;-0.1469823;-1.082776;99.96954
5.112666;72.00444;2.020892;6.223902;-0.1480139;-1.090628;100.0344
5.121000;72.08863;2.020758;6.214356;-0.1490266;-1.098344;99.97578
5.129334;72.16554;2.020582;6.205093;-0.1500153;-1.105886;100.0663
5.137666;72.25288;2.020430;6.195934;-0.1509969;-1.113379;99.93122
5.146000;72.32715;2.020221;6.186390;-0.1520066;-1.121083;100.0522
5.154333;72.41332;2.020091;6.176986;-0.1530035;-1.128694;99.96744
5.162666;72.49370;2.019896;6.167257;-0.1540264;-1.136502;100.0433
5.171000;72.57556;2.019760;6.158118;-0.1550030;-1.143970;99.98868
5.179333;72.65434;2.019551;6.149098;-0.1559690;-1.151362;99.99838
5.187667;72.73301;2.019376;6.139798;-0.1569550;-1.158906;99.96709
5.196000;72.81884;2.019188;6.130863;-0.1579128;-1.166244;100.0432
5.204334;72.90098;2.019054;6.122128;-0.1588550;-1.173469;100.0166
5.212666;72.98001;2.018921;6.113130;-0.1598168;-1.180843;100.0716
5.221000;73.06157;2.018724;6.104223;-0.1607700;-1.188156;99.91720
5.229334;73.14281;2.018595;6.095850;-0.1616835;-1.195178;99.97584
5.237666;73.22641;2.018381;6.087016;-0.1626321;-1.202464;99.98281
5.246000;73.30462;2.018189;6.078002;-0.1635925;-1.209840;100.0007
5.254334;73.38738;2.017978;6.069171;-0.1645386;-1.217114;100.0126
5.262666;73.46680;2.017822;6.059810;-0.1655249;-1.224688;99.98528
5.271000;73.54924;2.017623;6.050850;-0.1664813;-1.232045;100.0438
5.279332;73.63362;2.017483;6.041970;-0.1674311;-1.239357;100.0115
5.287666;73.71093;2.017246;6.032841;-0.1683980;-1.246796;99.99914
5.296000;73.79730;2.017061;6.024280;-0.1693229;-1.253929;99.96574
5.304332;73.87890;2.016887;6.015554;-0.1702612;-1.261166;99.99132
5.312668;73.96022;2.016718;6.006851;-0.1711965;-1.268382;100.0149
5.321000;74.04395;2.016522;5.997908;-0.1721503;-1.275741;100.0182
5.329334;74.12128;2.016366;5.990046;-0.1730213;-1.282487;99.94358
5.337666;74.20124;2.016180;5.982168;-0.1738935;-1.289246;99.98811
5.346000;74.28500;2.016017;5.974203;-0.1747715;-1.296051;100.0844
5.354334;74.37259;2.015838;5.965918;-0.1756746;-1.303046;99.94946
5.362666;74.44939;2.015639;5.957864;-0.1765597;-1.309910;100.0035
5.371000;74.53236;2.015474;5.949634;-0.1774580;-1.316876;100.0216
5.379334;74.61303;2.015285;5.940521;-0.1784210;-1.324325;100.0171
5.387666;74.69210;2.015135;5.931660;-0.1793632;-1.331620;99.99039
5.396000;74.77816;2.014922;5.922682;-0.1803150;-1.338992;99.99332
5.404332;74.86129;2.014795;5.914512;-0.1812062;-1.345916;99.96181
5.412666;74.94746;2.014574;5.905657;-0.1821502;-1.353237;100.0152
5.421000;75.02834;2.014447;5.896783;-0.1830962;-1.360578;100.0055
5.429332;75.11304;2.014233;5.888441;-0.1840021;-1.367624;100.0116
5.437668;75.18775;2.014089;5.880188;-0.1848993;-1.374608;100.0105
5.446000;75.26997;2.013895;5.872006;-0.1857892;-1.381537;99.94715
5.454334;75.35794;2.013771;5.863716;-0.1866890;-1.388546;100.0198
5.462666;75.43648;2.013575;5.856063;-0.1875411;-1.395204;99.99429
5.471000;75.51855;2.013424;5.848276;-0.1884025;-1.401935;99.99476
5.479334;75.59337;2.013260;5.840176;-0.1892856;-1.408828;100.0416
5.487666;75.67984;2.013035;5.831826;-0.1901856;-1.415847;99.96587
5.496000;75.76590;2.012906;5.823918;-0.1910530;-1.422628;100.0420
5.504334;75.85016;2.012718;5.816051;-0.1919173;-1.429389;99.91910
5.512666;75.93495;2.012575;5.807770;-0.1928140;-1.436396;100.0518
5.521000;76.01685;2.012392;5.799716;-0.1936928;-1.443274;100.0510
5.529332;76.09264;2.012248;5.791363;-0.1945941;-1.450322;99.96860
5.537666;76.17957;2.012032;5.783334;-0.1954697;-1.457181;100.0079
5.546000;76.26090;2.011866;5.775391;-0.1963390;-1.463996;99.94836
5.554332;76.34384;2.011658;5.767980;-0.1971681;-1.470514;100.0047
5.562668;76.42239;2.011476;5.760791;-0.1979821;-1.476924;99.98376
5.571000;76.50412;2.011322;5.753796;-0.1987803;-1.483218;100.0400
5.579334;76.59059;2.011136;5.746631;-0.1995900;-1.489600;99.99493
5.587666;76.67366;2.010958;5.738982;-0.2004357;-1.496253;99.94293
5.596000;76.74874;2.010795;5.731680;-0.2012524;-1.502689;100.0513
5.604334;76.82975;2.010598;5.724016;-0.2020948;-1.509320;99.96746
5.612666;76.91890;2.010438;5.716348;-0.2029399;-1.515978;100.0546
5.621000;76.99672;2.010260;5.708533;-0.2037949;-1.522711;99.98651
5.629334;77.07771;2.010113;5.700455;-0.2046678;-1.529580;99.97549
5.637666;77.16521;2.009930;5.691986;-0.2055713;-1.536681;99.98028
5.646000;77.25000;2.009760;5.683664;-0.2064642;-1.543707;100.0335
5.654332;77.33040;2.009585;5.675546;-0.2073425;-1.550629;100.0213
5.662666;77.41434;2.009414;5.667530;-0.2082124;-1.557490;99.97280
5.671000;77.49426;2.009255;5.659834;-0.2090570;-1.564163;100.0105
5.679332;77.57881;2.009087;5.652109;-0.2099042;-1.570860;99.97876
5.687668;77.65691;2.008951;5.644745;-0.2107259;-1.577371;100.0145
5.696000;77.74334;2.008784;5.637800;-0.2115141;-1.583631;100.0156
5.704334;77.82442;2.008620;5.631222;-0.2122757;-1.589697;100.0018
5.712666;77.90718;2.008424;5.624335;-0.2130599;-1.595934;100.0064
5.721000;77.98860;2.008258;5.617740;-0.2138212;-1.602002;99.97997
